filepath,label_name,label_idx
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/035_21c88485.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/038_0eaf6e02.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/054_1de20f77.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/079_8575a4bc.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/030_377fefef.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/015_186b4bbf.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/014_68248214.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/059_d09c7676.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/019_8e696057.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/100_b712e7ca.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/013_46b35530.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/073_b7f93635.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/070_8020c2b5.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/078_44637281.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/086_a1441427.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/098_16b30dda.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/076_b28d1fac.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/091_d4af6789.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/016_edfda289.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/004_29776ffe.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/084_3dcf601a.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/097_9a6bf61f.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/028_f7fab378.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/120_e5229f43.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/063_7656840a.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/096_5c89f563.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/063_8e71347c.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/083_f284dc2b.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/072_47470694.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/093_acd4a718.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/087_6eba84a6.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/024_54153da7.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/167_b2390a04.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/179_d219493a.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/043_6973a308.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/002_590bb980.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/001_fe3347c0.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/054_5ab3e260.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/045_0b1b7a65.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/009_fc574624.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/077_e589a0e2.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/072_8d068904.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/087_16446f73.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/043_cccb0e88.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/066_653f2a94.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/069_b5219746.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/022_0b6f73be.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/092_62cd3fd3.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/008_cdaf39e7.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/022_65ffb673.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/024_2c2a7324.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/018_0d23eccd.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/095_0ccffcb8.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/031_0785344e.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/051_9dbec6e1.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/013_78060c8a.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/010_9f899833.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/057_72a1674e.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/054_81a12509.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/100_f11d5057.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/020_36cd1f03.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/046_9ba44e0e.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/094_b654a685.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/013_0c83ca91.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/035_34c306d1.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/176_09070ef2.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/050_c8461888.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/043_b812749f.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/017_8108b7ce.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/011_da108a07.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/033_312ea9ed.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/003_0e3303fc.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/029_30aec656.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/001_986d6c22.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/050_4bdc1f8a.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/098_8b5a1524.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/054_cbee29ae.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/024_b222784a.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/070_1e22daa2.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/090_916ba69a.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/056_8362ff51.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/031_1d57bbbf.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/059_1027f3c2.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/070_e88788cd.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/062_81d4fb18.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/052_6db5f5bf.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/034_c658f190.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/009_bcd380a7.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/057_b1a0b23b.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/044_de4952a5.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/012_8de7a736.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/030_04d77ac9.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/072_648a84c5.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/070_0acb9d53.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/074_6f4720aa.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/078_d9a9ca25.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/018_e4ed6557.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/018_b7231fad.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/034_984e63b3.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/030_df8c8fad.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/062_d4b7903f.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/029_c6e0a7f3.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/061_e18ba2b0.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/021_4d5264fd.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/157_8843fa75.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/027_6ef3705e.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/058_75c1a7f6.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/061_4385aa8d.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/010_0479e335.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/005_37066c18.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/058_35da9cd6.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/026_9ebf29ab.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/097_5c18be93.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/007_68abd54d.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/039_bfbbf1e4.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/036_5e0af3bf.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Robert Downey Jr/007_ecb8599e.jpg,Robert Downey Jr,11
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/086_9b7a99a3.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Angelina Jolie/091_b5b4a62f.jpg,Angelina Jolie,0
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/080_42f1d0a7.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/100_f0e45dd1.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Jennifer Lawrence/090_14fe77d5.jpg,Jennifer Lawrence,4
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Hugh Jackman/066_03ff28be.jpg,Hugh Jackman,3
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/008_31e90c6b.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/036_8dc5a93c.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/054_5e6a651d.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/083_16b5e7ab.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/067_4017d5e9.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/019_3eb26944.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Brad Pitt/077_ddf0abd8.jpg,Brad Pitt,1
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/005_7fe5b764.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/020_cce4e0e0.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/062_01fbd0fa.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/152_a5f9d1a6.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/089_244148b6.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/020_8e6bdc45.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/006_eda1948f.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/087_cec971ab.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Nicole Kidman/032_86343336.jpg,Nicole Kidman,10
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/099_c25b7b04.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Hanks/029_169c07b0.jpg,Tom Hanks,15
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Sandra Bullock/071_45baaf8f.jpg,Sandra Bullock,12
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/023_4e454f96.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Natalie Portman/069_c9e3207d.jpg,Natalie Portman,9
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/049_8398d25d.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Will Smith/007_9656ae64.jpg,Will Smith,16
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Johnny Depp/053_5b42d9d9.jpg,Johnny Depp,5
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/054_b8e917f6.jpg,Denzel Washington,2
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/072_dccafedf.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Megan Fox/058_1b5b5422.jpg,Megan Fox,8
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Leonardo DiCaprio/012_d7aea1e6.jpg,Leonardo DiCaprio,7
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Scarlett Johansson/189_89822da8.jpg,Scarlett Johansson,13
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Kate Winslet/003_acb20793.jpg,Kate Winslet,6
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Tom Cruise/025_72e3b32b.jpg,Tom Cruise,14
/home/tony/.cache/kagglehub/datasets/vishesh1412/celebrity-face-image-dataset/versions/1/Celebrity Faces Dataset/Denzel Washington/022_b60724f6.jpg,Denzel Washington,2
